This file contains the adiabatic coefficient (kappa, delad), heat capacity and entropy per unit mass for a water, hydrogen and helium mixture, pre-tabulated for temperature and pressure. This file can be used in HELIOS.
temp.[K]  press.[1e-6bar]  delad           c_p[erg mol^-1 K^-1]    log_S[log10(erg g^-1 K^-1)]   
1554.7    2.688625e+03     1.745825e-01    4.762433e+08            8.121340e+00                  
1554.7    3.137938e+03     1.745825e-01    4.762433e+08            8.118991e+00                  
1554.7    3.662338e+03     1.745826e-01    4.762434e+08            8.116630e+00                  
1554.7    4.274374e+03     1.745826e-01    4.762434e+08            8.114256e+00                  
1554.7    4.988691e+03     1.745826e-01    4.762434e+08            8.111868e+00                  
1554.7    5.822382e+03     1.745826e-01    4.762435e+08            8.109467e+00                  
1554.7    6.795396e+03     1.745826e-01    4.762435e+08            8.107053e+00                  
1554.7    7.931017e+03     1.745826e-01    4.762436e+08            8.104626e+00                  
1554.7    9.256418e+03     1.745827e-01    4.762437e+08            8.102185e+00                  
1554.7    1.080332e+04     1.745827e-01    4.762438e+08            8.099730e+00                  
1554.7    1.260872e+04     1.745827e-01    4.762439e+08            8.097261e+00                  
1554.7    1.471585e+04     1.745828e-01    4.762440e+08            8.094778e+00                  
1554.7    1.717510e+04     1.745828e-01    4.762442e+08            8.092280e+00                  
1554.7    2.004534e+04     1.745829e-01    4.762443e+08            8.089769e+00                  
1554.7    2.339524e+04     1.745829e-01    4.762445e+08            8.087242e+00                  
1554.7    2.730496e+04     1.745830e-01    4.762448e+08            8.084701e+00                  
1554.7    3.186807e+04     1.745831e-01    4.762451e+08            8.082145e+00                  
1554.7    3.719374e+04     1.745832e-01    4.762454e+08            8.079574e+00                  
1554.7    4.340941e+04     1.745833e-01    4.762457e+08            8.076987e+00                  
1554.7    5.066383e+04     1.745834e-01    4.762462e+08            8.074385e+00                  
1554.7    5.913057e+04     1.745836e-01    4.762467e+08            8.071767e+00                  
1554.7    6.901225e+04     1.745837e-01    4.762473e+08            8.069134e+00                  
1554.7    8.054531e+04     1.745840e-01    4.762480e+08            8.066484e+00                  
1554.7    9.400574e+04     1.745842e-01    4.762488e+08            8.063818e+00                  
1554.7    1.097156e+05     1.745845e-01    4.762497e+08            8.061136e+00                  
1554.7    1.280509e+05     1.745848e-01    4.762508e+08            8.058436e+00                  
1554.7    1.494502e+05     1.745852e-01    4.762521e+08            8.055720e+00                  
1554.7    1.744258e+05     1.745857e-01    4.762536e+08            8.052987e+00                  
1554.7    2.035752e+05     1.745862e-01    4.762554e+08            8.050237e+00                  
1554.7    2.375959e+05     1.745868e-01    4.762574e+08            8.047469e+00                  
1554.7    2.773020e+05     1.745875e-01    4.762598e+08            8.044683e+00                  
1554.7    3.236437e+05     1.745884e-01    4.762626e+08            8.041879e+00                  
1554.7    3.777298e+05     1.745893e-01    4.762658e+08            8.039057e+00                  
1554.7    4.408545e+05     1.745905e-01    4.762696e+08            8.036216e+00                  
1554.7    5.145285e+05     1.745918e-01    4.762740e+08            8.033357e+00                  
1554.7    6.005145e+05     1.745934e-01    4.762792e+08            8.030479e+00                  
1554.7    7.008702e+05     1.745952e-01    4.762852e+08            8.027581e+00                  
1554.7    8.179969e+05     1.745973e-01    4.762922e+08            8.024664e+00                  
1554.7    9.546975e+05     1.745998e-01    4.763004e+08            8.021727e+00                  
1554.7    1.114243e+06     1.746027e-01    4.763100e+08            8.018770e+00                  
1554.7    1.300451e+06     1.746061e-01    4.763212e+08            8.015793e+00                  
1554.7    1.517777e+06     1.746100e-01    4.763342e+08            8.012795e+00                  
1554.7    1.771422e+06     1.746146e-01    4.763495e+08            8.009776e+00                  
1554.7    2.067456e+06     1.746200e-01    4.763672e+08            8.006735e+00                  
1554.7    2.412961e+06     1.746262e-01    4.763880e+08            8.003673e+00                  
1554.7    2.816206e+06     1.746336e-01    4.764122e+08            8.000589e+00                  
1554.7    3.286840e+06     1.746421e-01    4.764404e+08            7.997482e+00                  
1554.7    3.836124e+06     1.746520e-01    4.764734e+08            7.994353e+00                  
1554.7    4.477202e+06     1.746636e-01    4.765119e+08            7.991201e+00                  
1554.7    5.225415e+06     1.746772e-01    4.765568e+08            7.988025e+00                  
1554.7    6.098667e+06     1.746930e-01    4.766092e+08            7.984825e+00                  
1554.7    7.117853e+06     1.747114e-01    4.766704e+08            7.981601e+00                  
1554.7    8.307361e+06     1.747329e-01    4.767419e+08            7.978351e+00                  
1554.7    9.695656e+06     1.747580e-01    4.768252e+08            7.975076e+00                  
1554.7    1.131596e+07     1.747873e-01    4.769226e+08            7.971776e+00                  
1554.7    1.320704e+07     1.748214e-01    4.770361e+08            7.968448e+00                  
1554.7    1.541415e+07     1.748612e-01    4.771688e+08            7.965093e+00                  
1554.7    1.799010e+07     1.749077e-01    4.773235e+08            7.961711e+00                  
1554.7    2.099654e+07     1.749618e-01    4.775042e+08            7.958299e+00                  
1554.7    2.450540e+07     1.750248e-01    4.777152e+08            7.954858e+00                  
1554.7    2.860065e+07     1.750983e-01    4.779614e+08            7.951387e+00                  
1554.7    3.338028e+07     1.751838e-01    4.782489e+08            7.947884e+00                  
1554.7    3.895866e+07     1.752834e-01    4.785845e+08            7.944348e+00                  
1554.7    4.546928e+07     1.753993e-01    4.789763e+08            7.940779e+00                  
1554.7    5.306794e+07     1.755341e-01    4.794338e+08            7.937174e+00                  
1554.7    6.193645e+07     1.756908e-01    4.799680e+08            7.933532e+00                  
1554.7    7.228703e+07     1.758727e-01    4.805916e+08            7.929851e+00                  
1554.7    8.436737e+07     1.760836e-01    4.813197e+08            7.926129e+00                  
1554.7    9.846652e+07     1.763278e-01    4.821698e+08            7.922365e+00                  
1554.7    1.149219e+08     1.766101e-01    4.831621e+08            7.918554e+00                  
1554.7    1.341272e+08     1.769356e-01    4.843203e+08            7.914694e+00                  
1554.7    1.565420e+08     1.773100e-01    4.856718e+08            7.910782e+00                  
1554.7    1.827027e+08     1.777388e-01    4.872481e+08            7.906813e+00                  
1554.7    2.132353e+08     1.782276e-01    4.890857e+08            7.902783e+00                  
1554.7    2.488703e+08     1.787815e-01    4.912259e+08            7.898687e+00                  
1554.7    2.904606e+08     1.794040e-01    4.937154e+08            7.894519e+00                  
1554.7    3.390013e+08     1.800964e-01    4.966063e+08            7.890271e+00                  
1554.7    3.956539e+08     1.808559e-01    4.999552e+08            7.885937e+00                  
1554.7    4.617741e+08     1.816738e-01    5.038218e+08            7.881508e+00                  
1554.7    5.389440e+08     1.825333e-01    5.082661e+08            7.876975e+00                  
1554.7    6.290102e+08     1.834066e-01    5.133440e+08            7.872328e+00                  
1554.7    7.341280e+08     1.842525e-01    5.191008e+08            7.867559e+00                  
1554.7    8.568127e+08     1.850154e-01    5.255620e+08            7.862658e+00                  
1554.7    1.000000e+09     1.856258e-01    5.327229e+08            7.857617e+00                  
1574.5    1.000000e-01     1.738965e-01    4.781217e+08            8.254403e+00                  
1574.5    1.167116e-01     1.738965e-01    4.781217e+08            8.252676e+00                  
1574.5    1.362160e-01     1.738965e-01    4.781217e+08            8.250941e+00                  
1574.5    1.589799e-01     1.738965e-01    4.781217e+08            8.249200e+00                  
1574.5    1.855480e-01     1.738965e-01    4.781217e+08            8.247451e+00                  
1574.5    2.165561e-01     1.738965e-01    4.781217e+08            8.245695e+00                  
1574.5    2.527462e-01     1.738965e-01    4.781217e+08            8.243933e+00                  
1574.5    2.949841e-01     1.738965e-01    4.781217e+08            8.242163e+00                  
1574.5    3.442808e-01     1.738965e-01    4.781217e+08            8.240386e+00                  
1574.5    4.018156e-01     1.738965e-01    4.781217e+08            8.238601e+00                  
1574.5    4.689655e-01     1.738965e-01    4.781217e+08            8.236809e+00                  
1574.5    5.473373e-01     1.738965e-01    4.781217e+08            8.235010e+00                  
1574.5    6.388062e-01     1.738965e-01    4.781217e+08            8.233203e+00                  
1574.5    7.455611e-01     1.738965e-01    4.781217e+08            8.231389e+00                  
1574.5    8.701564e-01     1.738965e-01    4.781217e+08            8.229567e+00                  
1574.5    1.015574e+00     1.738965e-01    4.781217e+08            8.227738e+00                  
1574.5    1.185292e+00     1.738965e-01    4.781217e+08            8.225900e+00                  
1574.5    1.383374e+00     1.738965e-01    4.781217e+08            8.224055e+00                  
1574.5    1.614558e+00     1.738965e-01    4.781217e+08            8.222202e+00                  
1574.5    1.884377e+00     1.738965e-01    4.781217e+08            8.220341e+00                  
1574.5    2.199287e+00     1.738965e-01    4.781217e+08            8.218472e+00                  
