This file contains the adiabatic coefficient (kappa, delad), heat capacity and entropy per unit mass for a water, hydrogen and helium mixture, pre-tabulated for temperature and pressure. This file can be used in HELIOS.
temp.[K]  press.[1e-6bar]  delad           c_p[erg mol^-1 K^-1]    log_S[log10(erg g^-1 K^-1)]   
1515.1    5.473373e-01     1.760040e-01    4.723968e+08            8.232438e+00                  
1515.1    6.388062e-01     1.760040e-01    4.723968e+08            8.230621e+00                  
1515.1    7.455611e-01     1.760040e-01    4.723968e+08            8.228795e+00                  
1515.1    8.701564e-01     1.760040e-01    4.723968e+08            8.226963e+00                  
1515.1    1.015574e+00     1.760040e-01    4.723968e+08            8.225122e+00                  
1515.1    1.185292e+00     1.760040e-01    4.723968e+08            8.223274e+00                  
1515.1    1.383374e+00     1.760040e-01    4.723968e+08            8.221417e+00                  
1515.1    1.614558e+00     1.760040e-01    4.723968e+08            8.219553e+00                  
1515.1    1.884377e+00     1.760040e-01    4.723968e+08            8.217681e+00                  
1515.1    2.199287e+00     1.760040e-01    4.723968e+08            8.215800e+00                  
1515.1    2.566823e+00     1.760040e-01    4.723968e+08            8.213911e+00                  
1515.1    2.995781e+00     1.760040e-01    4.723968e+08            8.212015e+00                  
1515.1    3.496425e+00     1.760040e-01    4.723968e+08            8.210109e+00                  
1515.1    4.080734e+00     1.760040e-01    4.723968e+08            8.208196e+00                  
1515.1    4.762690e+00     1.760040e-01    4.723968e+08            8.206274e+00                  
1515.1    5.558613e+00     1.760040e-01    4.723968e+08            8.204343e+00                  
1515.1    6.487547e+00     1.760040e-01    4.723968e+08            8.202404e+00                  
1515.1    7.571721e+00     1.760040e-01    4.723968e+08            8.200456e+00                  
1515.1    8.837079e+00     1.760040e-01    4.723968e+08            8.198499e+00                  
1515.1    1.031390e+01     1.760040e-01    4.723968e+08            8.196534e+00                  
1515.1    1.203752e+01     1.760040e-01    4.723968e+08            8.194559e+00                  
1515.1    1.404918e+01     1.760040e-01    4.723968e+08            8.192576e+00                  
1515.1    1.639703e+01     1.760040e-01    4.723968e+08            8.190583e+00                  
1515.1    1.913724e+01     1.760040e-01    4.723968e+08            8.188581e+00                  
1515.1    2.233538e+01     1.760040e-01    4.723968e+08            8.186570e+00                  
1515.1    2.606798e+01     1.760040e-01    4.723968e+08            8.184550e+00                  
1515.1    3.042436e+01     1.760040e-01    4.723968e+08            8.182520e+00                  
1515.1    3.550877e+01     1.760040e-01    4.723968e+08            8.180481e+00                  
1515.1    4.144285e+01     1.760040e-01    4.723968e+08            8.178432e+00                  
1515.1    4.836863e+01     1.760040e-01    4.723968e+08            8.176373e+00                  
1515.1    5.645181e+01     1.760040e-01    4.723968e+08            8.174304e+00                  
1515.1    6.588582e+01     1.760040e-01    4.723968e+08            8.172226e+00                  
1515.1    7.689641e+01     1.760040e-01    4.723968e+08            8.170137e+00                  
1515.1    8.974704e+01     1.760040e-01    4.723968e+08            8.168039e+00                  
1515.1    1.047452e+02     1.760040e-01    4.723968e+08            8.165930e+00                  
1515.1    1.222498e+02     1.760040e-01    4.723968e+08            8.163811e+00                  
1515.1    1.426798e+02     1.760040e-01    4.723968e+08            8.161682e+00                  
1515.1    1.665239e+02     1.760040e-01    4.723968e+08            8.159542e+00                  
1515.1    1.943527e+02     1.760040e-01    4.723968e+08            8.157392e+00                  
1515.1    2.268322e+02     1.760040e-01    4.723968e+08            8.155230e+00                  
1515.1    2.647395e+02     1.760040e-01    4.723968e+08            8.153058e+00                  
1515.1    3.089818e+02     1.760040e-01    4.723969e+08            8.150875e+00                  
1515.1    3.606177e+02     1.760040e-01    4.723969e+08            8.148682e+00                  
1515.1    4.208827e+02     1.760040e-01    4.723969e+08            8.146476e+00                  
1515.1    4.912190e+02     1.760040e-01    4.723969e+08            8.144260e+00                  
1515.1    5.733097e+02     1.760040e-01    4.723969e+08            8.142032e+00                  
1515.1    6.691190e+02     1.760040e-01    4.723969e+08            8.139793e+00                  
1515.1    7.809396e+02     1.760040e-01    4.723969e+08            8.137542e+00                  
1515.1    9.114473e+02     1.760040e-01    4.723969e+08            8.135280e+00                  
1515.1    1.063765e+03     1.760040e-01    4.723969e+08            8.133006e+00                  
1515.1    1.241537e+03     1.760040e-01    4.723969e+08            8.130719e+00                  
1515.1    1.449018e+03     1.760040e-01    4.723969e+08            8.128421e+00                  
1515.1    1.691173e+03     1.760040e-01    4.723969e+08            8.126110e+00                  
1515.1    1.973795e+03     1.760040e-01    4.723970e+08            8.123787e+00                  
1515.1    2.303648e+03     1.760040e-01    4.723970e+08            8.121452e+00                  
1515.1    2.688625e+03     1.760040e-01    4.723970e+08            8.119104e+00                  
1515.1    3.137938e+03     1.760040e-01    4.723970e+08            8.116743e+00                  
1515.1    3.662338e+03     1.760040e-01    4.723971e+08            8.114369e+00                  
1515.1    4.274374e+03     1.760040e-01    4.723971e+08            8.111982e+00                  
1515.1    4.988691e+03     1.760041e-01    4.723972e+08            8.109582e+00                  
1515.1    5.822382e+03     1.760041e-01    4.723972e+08            8.107169e+00                  
1515.1    6.795396e+03     1.760041e-01    4.723973e+08            8.104742e+00                  
1515.1    7.931017e+03     1.760041e-01    4.723973e+08            8.102301e+00                  
1515.1    9.256418e+03     1.760041e-01    4.723974e+08            8.099847e+00                  
1515.1    1.080332e+04     1.760042e-01    4.723975e+08            8.097379e+00                  
1515.1    1.260872e+04     1.760042e-01    4.723977e+08            8.094896e+00                  
1515.1    1.471585e+04     1.760043e-01    4.723978e+08            8.092400e+00                  
1515.1    1.717510e+04     1.760043e-01    4.723979e+08            8.089889e+00                  
1515.1    2.004534e+04     1.760044e-01    4.723981e+08            8.087363e+00                  
1515.1    2.339524e+04     1.760044e-01    4.723984e+08            8.084822e+00                  
1515.1    2.730496e+04     1.760045e-01    4.723986e+08            8.082267e+00                  
1515.1    3.186807e+04     1.760046e-01    4.723989e+08            8.079696e+00                  
1515.1    3.719374e+04     1.760047e-01    4.723992e+08            8.077111e+00                  
1515.1    4.340941e+04     1.760048e-01    4.723997e+08            8.074509e+00                  
1515.1    5.066383e+04     1.760050e-01    4.724001e+08            8.071892e+00                  
1515.1    5.913057e+04     1.760051e-01    4.724007e+08            8.069259e+00                  
1515.1    6.901225e+04     1.760053e-01    4.724013e+08            8.066610e+00                  
1515.1    8.054531e+04     1.760055e-01    4.724021e+08            8.063945e+00                  
1515.1    9.400574e+04     1.760058e-01    4.724029e+08            8.061264e+00                  
1515.1    1.097156e+05     1.760061e-01    4.724040e+08            8.058565e+00                  
1515.1    1.280509e+05     1.760065e-01    4.724052e+08            8.055850e+00                  
1515.1    1.494502e+05     1.760069e-01    4.724065e+08            8.053118e+00                  
1515.1    1.744258e+05     1.760074e-01    4.724082e+08            8.050368e+00                  
1515.1    2.035752e+05     1.760080e-01    4.724101e+08            8.047601e+00                  
1515.1    2.375959e+05     1.760086e-01    4.724123e+08            8.044816e+00                  
1515.1    2.773020e+05     1.760094e-01    4.724149e+08            8.042013e+00                  
1515.1    3.236437e+05     1.760103e-01    4.724179e+08            8.039192e+00                  
1515.1    3.777298e+05     1.760114e-01    4.724214e+08            8.036352e+00                  
1515.1    4.408545e+05     1.760126e-01    4.724255e+08            8.033494e+00                  
1515.1    5.145285e+05     1.760141e-01    4.724303e+08            8.030616e+00                  
1515.1    6.005145e+05     1.760158e-01    4.724359e+08            8.027720e+00                  
1515.1    7.008702e+05     1.760177e-01    4.724424e+08            8.024804e+00                  
1515.1    8.179969e+05     1.760200e-01    4.724500e+08            8.021868e+00                  
1515.1    9.546975e+05     1.760227e-01    4.724589e+08            8.018912e+00                  
1515.1    1.114243e+06     1.760259e-01    4.724693e+08            8.015935e+00                  
1515.1    1.300451e+06     1.760295e-01    4.724814e+08            8.012938e+00                  
1515.1    1.517777e+06     1.760338e-01    4.724955e+08            8.009920e+00                  
1515.1    1.771422e+06     1.760388e-01    4.725120e+08            8.006881e+00                  
1515.1    2.067456e+06     1.760446e-01    4.725312e+08            8.003820e+00                  
1515.1    2.412961e+06     1.760514e-01    4.725537e+08            8.000737e+00                  
1515.1    2.816206e+06     1.760593e-01    4.725799e+08            7.997632e+00                  
1515.1    3.286840e+06     1.760686e-01    4.726105e+08            7.994504e+00                  
1515.1    3.836124e+06     1.760793e-01    4.726462e+08            7.991353e+00                  
1515.1    4.477202e+06     1.760919e-01    4.726879e+08            7.988178e+00                  
1515.1    5.225415e+06     1.761066e-01    4.727365e+08            7.984980e+00                  
1515.1    6.098667e+06     1.761237e-01    4.727933e+08            7.981757e+00                  
1515.1    7.117853e+06     1.761437e-01    4.728596e+08            7.978509e+00                  
1515.1    8.307361e+06     1.761670e-01    4.729370e+08            7.975236e+00                  
1515.1    9.695656e+06     1.761942e-01    4.730273e+08            7.971937e+00                  
1515.1    1.131596e+07     1.762260e-01    4.731327e+08            7.968611e+00                  
1515.1    1.320704e+07     1.762630e-01    4.732558e+08            7.965259e+00                  
1515.1    1.541415e+07     1.763061e-01    4.733994e+08            7.961878e+00                  
1515.1    1.799010e+07     1.763564e-01    4.735671e+08            7.958469e+00                  
1515.1    2.099654e+07     1.764150e-01    4.737629e+08            7.955031e+00                  
1515.1    2.450540e+07     1.764833e-01    4.739914e+08            7.951562e+00                  
1515.1    2.860065e+07     1.765629e-01    4.742582e+08            7.948062e+00                  
1515.1    3.338028e+07     1.766556e-01    4.745698e+08            7.944530e+00                  
1515.1    3.895866e+07     1.767635e-01    4.749335e+08            7.940965e+00                  
1515.1    4.546928e+07     1.768890e-01    4.753583e+08            7.937364e+00                  
1515.1    5.306794e+07     1.770350e-01    4.758542e+08            7.933727e+00                  
1515.1    6.193645e+07     1.772046e-01    4.764334e+08            7.930052e+00                  
1515.1    7.228703e+07     1.774015e-01    4.771097e+08            7.926337e+00                  
1515.1    8.436737e+07     1.776298e-01    4.778995e+08            7.922579e+00                  
1515.1    9.846652e+07     1.778940e-01    4.788219e+08            7.918776e+00                  
1515.1    1.149219e+08     1.781993e-01    4.798989e+08            7.914926e+00                  
1515.1    1.341272e+08     1.785511e-01    4.811564e+08            7.911025e+00                  
1515.1    1.565420e+08     1.789555e-01    4.826243e+08            7.907068e+00                  
1515.1    1.827027e+08     1.794182e-01    4.843371e+08            7.903053e+00                  
1515.1    2.132353e+08     1.799453e-01    4.863346e+08            7.898973e+00                  
1515.1    2.488703e+08     1.805416e-01    4.886622e+08            7.894822e+00                  
1515.1    2.904606e+08     1.812105e-01    4.913712e+08            7.890596e+00                  
1515.1    3.390013e+08     1.819527e-01    4.945185e+08            7.886285e+00                  
1515.1    3.956539e+08     1.827640e-01    4.981662e+08            7.881882e+00                  
1515.1    4.617741e+08     1.836339e-01    5.023792e+08            7.877378e+00                  
1515.1    5.389440e+08     1.845421e-01    5.072229e+08            7.872762e+00                  
1515.1    6.290102e+08     1.854561e-01    5.127568e+08            7.868026e+00                  
1515.1    7.341280e+08     1.863286e-01    5.190277e+08            7.863158e+00                  
1515.1    8.568127e+08     1.870965e-01    5.260585e+08            7.858148e+00                  
1515.1    1.000000e+09     1.876818e-01    5.338359e+08            7.852989e+00                  
1534.9    1.000000e-01     1.752848e-01    4.743349e+08            8.252773e+00                  
1534.9    1.167116e-01     1.752848e-01    4.743349e+08            8.251038e+00                  
1534.9    1.362160e-01     1.752848e-01    4.743349e+08            8.249297e+00                  
1534.9    1.589799e-01     1.752848e-01    4.743349e+08            8.247549e+00                  
1534.9    1.855480e-01     1.752848e-01    4.743349e+08            8.245794e+00                  
1534.9    2.165561e-01     1.752848e-01    4.743349e+08            8.244032e+00                  
1534.9    2.527462e-01     1.752848e-01    4.743349e+08            8.242262e+00                  
1534.9    2.949841e-01     1.752848e-01    4.743349e+08            8.240485e+00                  
1534.9    3.442808e-01     1.752848e-01    4.743349e+08            8.238701e+00                  
1534.9    4.018156e-01     1.752848e-01    4.743349e+08            8.236910e+00                  
1534.9    4.689655e-01     1.752848e-01    4.743349e+08            8.235111e+00                  
1534.9    5.473373e-01     1.752848e-01    4.743349e+08            8.233305e+00                  
1534.9    6.388062e-01     1.752848e-01    4.743349e+08            8.231491e+00                  
1534.9    7.455611e-01     1.752848e-01    4.743349e+08            8.229669e+00                  
1534.9    8.701564e-01     1.752848e-01    4.743349e+08            8.227840e+00                  
1534.9    1.015574e+00     1.752848e-01    4.743349e+08            8.226003e+00                  
1534.9    1.185292e+00     1.752848e-01    4.743349e+08            8.224159e+00                  
1534.9    1.383374e+00     1.752848e-01    4.743349e+08            8.222306e+00                  
1534.9    1.614558e+00     1.752848e-01    4.743349e+08            8.220446e+00                  
1534.9    1.884377e+00     1.752848e-01    4.743349e+08            8.218577e+00                  
1534.9    2.199287e+00     1.752848e-01    4.743349e+08            8.216701e+00                  
1534.9    2.566823e+00     1.752848e-01    4.743349e+08            8.214816e+00                  
1534.9    2.995781e+00     1.752848e-01    4.743349e+08            8.212923e+00                  
1534.9    3.496425e+00     1.752848e-01    4.743349e+08            8.211022e+00                  
1534.9    4.080734e+00     1.752848e-01    4.743349e+08            8.209112e+00                  
1534.9    4.762690e+00     1.752848e-01    4.743349e+08            8.207194e+00                  
1534.9    5.558613e+00     1.752848e-01    4.743349e+08            8.205268e+00                  
1534.9    6.487547e+00     1.752848e-01    4.743349e+08            8.203333e+00                  
1534.9    7.571721e+00     1.752848e-01    4.743349e+08            8.201389e+00                  
1534.9    8.837079e+00     1.752848e-01    4.743349e+08            8.199436e+00                  
1534.9    1.031390e+01     1.752848e-01    4.743349e+08            8.197475e+00                  
1534.9    1.203752e+01     1.752848e-01    4.743349e+08            8.195505e+00                  
1534.9    1.404918e+01     1.752848e-01    4.743349e+08            8.193526e+00                  
1534.9    1.639703e+01     1.752848e-01    4.743349e+08            8.191537e+00                  
1534.9    1.913724e+01     1.752848e-01    4.743349e+08            8.189540e+00                  
1534.9    2.233538e+01     1.752848e-01    4.743349e+08            8.187533e+00                  
1534.9    2.606798e+01     1.752848e-01    4.743349e+08            8.185517e+00                  
1534.9    3.042436e+01     1.752848e-01    4.743349e+08            8.183492e+00                  
1534.9    3.550877e+01     1.752848e-01    4.743349e+08            8.181457e+00                  
1534.9    4.144285e+01     1.752848e-01    4.743349e+08            8.179413e+00                  
1534.9    4.836863e+01     1.752848e-01    4.743349e+08            8.177359e+00                  
1534.9    5.645181e+01     1.752848e-01    4.743349e+08            8.175295e+00                  
1534.9    6.588582e+01     1.752848e-01    4.743349e+08            8.173221e+00                  
1534.9    7.689641e+01     1.752848e-01    4.743349e+08            8.171138e+00                  
1534.9    8.974704e+01     1.752848e-01    4.743349e+08            8.169044e+00                  
1534.9    1.047452e+02     1.752848e-01    4.743349e+08            8.166940e+00                  
1534.9    1.222498e+02     1.752848e-01    4.743349e+08            8.164826e+00                  
1534.9    1.426798e+02     1.752848e-01    4.743349e+08            8.162702e+00                  
1534.9    1.665239e+02     1.752848e-01    4.743349e+08            8.160567e+00                  
1534.9    1.943527e+02     1.752848e-01    4.743349e+08            8.158421e+00                  
1534.9    2.268322e+02     1.752849e-01    4.743349e+08            8.156265e+00                  
1534.9    2.647395e+02     1.752849e-01    4.743349e+08            8.154099e+00                  
1534.9    3.089818e+02     1.752849e-01    4.743349e+08            8.151921e+00                  
1534.9    3.606177e+02     1.752849e-01    4.743349e+08            8.149732e+00                  
1534.9    4.208827e+02     1.752849e-01    4.743349e+08            8.147533e+00                  
1534.9    4.912190e+02     1.752849e-01    4.743349e+08            8.145322e+00                  
1534.9    5.733097e+02     1.752849e-01    4.743349e+08            8.143099e+00                  
1534.9    6.691190e+02     1.752849e-01    4.743349e+08            8.140866e+00                  
1534.9    7.809396e+02     1.752849e-01    4.743349e+08            8.138621e+00                  
1534.9    9.114473e+02     1.752849e-01    4.743349e+08            8.136364e+00                  
1534.9    1.063765e+03     1.752849e-01    4.743349e+08            8.134095e+00                  
1534.9    1.241537e+03     1.752849e-01    4.743349e+08            8.131814e+00                  
1534.9    1.449018e+03     1.752849e-01    4.743350e+08            8.129522e+00                  
1534.9    1.691173e+03     1.752849e-01    4.743350e+08            8.127217e+00                  
1534.9    1.973795e+03     1.752849e-01    4.743350e+08            8.124900e+00                  
1534.9    2.303648e+03     1.752849e-01    4.743350e+08            8.122570e+00                  
1534.9    2.688625e+03     1.752849e-01    4.743350e+08            8.120228e+00                  
1534.9    3.137938e+03     1.752849e-01    4.743351e+08            8.117873e+00                  
1534.9    3.662338e+03     1.752849e-01    4.743351e+08            8.115506e+00                  
1534.9    4.274374e+03     1.752849e-01    4.743351e+08            8.113125e+00                  
1534.9    4.988691e+03     1.752849e-01    4.743352e+08            8.110732e+00                  
1534.9    5.822382e+03     1.752850e-01    4.743352e+08            8.108325e+00                  
1534.9    6.795396e+03     1.752850e-01    4.743353e+08            8.105904e+00                  
1534.9    7.931017e+03     1.752850e-01    4.743354e+08            8.103470e+00                  
1534.9    9.256418e+03     1.752850e-01    4.743354e+08            8.101023e+00                  
1534.9    1.080332e+04     1.752851e-01    4.743355e+08            8.098561e+00                  
1534.9    1.260872e+04     1.752851e-01    4.743357e+08            8.096085e+00                  
1534.9    1.471585e+04     1.752851e-01    4.743358e+08            8.093596e+00                  
1534.9    1.717510e+04     1.752852e-01    4.743359e+08            8.091091e+00                  
1534.9    2.004534e+04     1.752852e-01    4.743361e+08            8.088573e+00                  
1534.9    2.339524e+04     1.752853e-01    4.743363e+08            8.086039e+00                  
1534.9    2.730496e+04     1.752854e-01    4.743366e+08            8.083491e+00                  
1534.9    3.186807e+04     1.752854e-01    4.743369e+08            8.080928e+00                  
1534.9    3.719374e+04     1.752855e-01    4.743372e+08            8.078349e+00                  
1534.9    4.340941e+04     1.752857e-01    4.743376e+08            8.075755e+00                  
1534.9    5.066383e+04     1.752858e-01    4.743380e+08            8.073146e+00                  
1534.9    5.913057e+04     1.752860e-01    4.743386e+08            8.070521e+00                  
1534.9    6.901225e+04     1.752861e-01    4.743392e+08            8.067880e+00                  
1534.9    8.054531e+04     1.752864e-01    4.743399e+08            8.065222e+00                  
1534.9    9.400574e+04     1.752866e-01    4.743407e+08            8.062548e+00                  
1534.9    1.097156e+05     1.752869e-01    4.743417e+08            8.059858e+00                  
1534.9    1.280509e+05     1.752873e-01    4.743429e+08            8.057151e+00                  
1534.9    1.494502e+05     1.752877e-01    4.743442e+08            8.054427e+00                  
1534.9    1.744258e+05     1.752881e-01    4.743458e+08            8.051685e+00                  
1534.9    2.035752e+05     1.752887e-01    4.743476e+08            8.048927e+00                  
1534.9    2.375959e+05     1.752893e-01    4.743497e+08            8.046150e+00                  
1534.9    2.773020e+05     1.752901e-01    4.743522e+08            8.043356e+00                  
1534.9    3.236437e+05     1.752910e-01    4.743551e+08            8.040543e+00                  
1534.9    3.777298e+05     1.752920e-01    4.743584e+08            8.037713e+00                  
1534.9    4.408545e+05     1.752932e-01    4.743624e+08            8.034863e+00                  
1534.9    5.145285e+05     1.752946e-01    4.743670e+08            8.031995e+00                  
1534.9    6.005145e+05     1.752962e-01    4.743724e+08            8.029108e+00                  
1534.9    7.008702e+05     1.752981e-01    4.743786e+08            8.026201e+00                  
1534.9    8.179969e+05     1.753003e-01    4.743859e+08            8.023274e+00                  
1534.9    9.546975e+05     1.753029e-01    4.743945e+08            8.020328e+00                  
1534.9    1.114243e+06     1.753059e-01    4.744044e+08            8.017361e+00                  
1534.9    1.300451e+06     1.753094e-01    4.744161e+08            8.014374e+00                  
1534.9    1.517777e+06     1.753135e-01    4.744296e+08            8.011366e+00                  
1534.9    1.771422e+06     1.753183e-01    4.744455e+08            8.008337e+00                  
1534.9    2.067456e+06     1.753239e-01    4.744640e+08            8.005286e+00                  
1534.9    2.412961e+06     1.753304e-01    4.744855e+08            8.002214e+00                  
1534.9    2.816206e+06     1.753380e-01    4.745107e+08            7.999119e+00                  
1534.9    3.286840e+06     1.753469e-01    4.745401e+08            7.996002e+00                  
1534.9    3.836124e+06     1.753572e-01    4.745744e+08            7.992862e+00                  
1534.9    4.477202e+06     1.753693e-01    4.746145e+08            7.989699e+00                  
1534.9    5.225415e+06     1.753834e-01    4.746612e+08            7.986512e+00                  
1534.9    6.098667e+06     1.753999e-01    4.747157e+08            7.983300e+00                  
1534.9    7.117853e+06     1.754191e-01    4.747794e+08            7.980064e+00                  
1534.9    8.307361e+06     1.754415e-01    4.748537e+08            7.976803e+00                  
1534.9    9.695656e+06     1.754676e-01    4.749405e+08            7.973516e+00                  
1534.9    1.131596e+07     1.754980e-01    4.750417e+08            7.970203e+00                  
1534.9    1.320704e+07     1.755336e-01    4.751599e+08            7.966863e+00                  
1534.9    1.541415e+07     1.755750e-01    4.752979e+08            7.963496e+00                  
1534.9    1.799010e+07     1.756233e-01    4.754590e+08            7.960100e+00                  
1534.9    2.099654e+07     1.756796e-01    4.756470e+08            7.956676e+00                  
1534.9    2.450540e+07     1.757452e-01    4.758665e+08            7.953221e+00                  
1534.9    2.860065e+07     1.758217e-01    4.761227e+08            7.949735e+00                  
1534.9    3.338028e+07     1.759107e-01    4.764219e+08            7.946218e+00                  
1534.9    3.895866e+07     1.760144e-01    4.767712e+08            7.942667e+00                  
1534.9    4.546928e+07     1.761350e-01    4.771790e+08            7.939082e+00                  
1534.9    5.306794e+07     1.762753e-01    4.776552e+08            7.935462e+00                  
1534.9    6.193645e+07     1.764382e-01    4.782112e+08            7.931803e+00                  
1534.9    7.228703e+07     1.766274e-01    4.788604e+08            7.928105e+00                  
1534.9    8.436737e+07     1.768468e-01    4.796185e+08            7.924366e+00                  
1534.9    9.846652e+07     1.771008e-01    4.805037e+08            7.920583e+00                  
1534.9    1.149219e+08     1.773943e-01    4.815371e+08            7.916752e+00                  
1534.9    1.341272e+08     1.777327e-01    4.827435e+08            7.912872e+00                  
1534.9    1.565420e+08     1.781217e-01    4.841515e+08            7.908938e+00                  
1534.9    1.827027e+08     1.785672e-01    4.857940e+08            7.904946e+00                  
1534.9    2.132353e+08     1.790747e-01    4.877092e+08            7.900892e+00                  
1534.9    2.488703e+08     1.796494e-01    4.899402e+08            7.896769e+00                  
1534.9    2.904606e+08     1.802946e-01    4.925362e+08            7.892572e+00                  
1534.9    3.390013e+08     1.810115e-01    4.955513e+08            7.888293e+00                  
1534.9    3.956539e+08     1.817965e-01    4.990449e+08            7.883925e+00                  
1534.9    4.617741e+08     1.826401e-01    5.030792e+08            7.879459e+00                  
1534.9    5.389440e+08     1.835239e-01    5.077169e+08            7.874886e+00                  
1534.9    6.290102e+08     1.844177e-01    5.130155e+08            7.870196e+00                  
1534.9    7.341280e+08     1.852774e-01    5.190212e+08            7.865378e+00                  
1534.9    8.568127e+08     1.860440e-01    5.257582e+08            7.860424e+00                  
1534.9    1.000000e+09     1.866436e-01    5.332180e+08            7.855325e+00                  
1554.7    1.000000e-01     1.745825e-01    4.762431e+08            8.253592e+00                  
1554.7    1.167116e-01     1.745825e-01    4.762431e+08            8.251861e+00                  
1554.7    1.362160e-01     1.745825e-01    4.762431e+08            8.250124e+00                  
1554.7    1.589799e-01     1.745825e-01    4.762431e+08            8.248379e+00                  
1554.7    1.855480e-01     1.745825e-01    4.762431e+08            8.246627e+00                  
1554.7    2.165561e-01     1.745825e-01    4.762431e+08            8.244868e+00                  
1554.7    2.527462e-01     1.745825e-01    4.762431e+08            8.243102e+00                  
1554.7    2.949841e-01     1.745825e-01    4.762431e+08            8.241329e+00                  
1554.7    3.442808e-01     1.745825e-01    4.762431e+08            8.239548e+00                  
1554.7    4.018156e-01     1.745825e-01    4.762431e+08            8.237760e+00                  
1554.7    4.689655e-01     1.745825e-01    4.762431e+08            8.235965e+00                  
1554.7    5.473373e-01     1.745825e-01    4.762431e+08            8.234162e+00                  
1554.7    6.388062e-01     1.745825e-01    4.762431e+08            8.232352e+00                  
1554.7    7.455611e-01     1.745825e-01    4.762431e+08            8.230534e+00                  
1554.7    8.701564e-01     1.745825e-01    4.762431e+08            8.228708e+00                  
1554.7    1.015574e+00     1.745825e-01    4.762431e+08            8.226875e+00                  
1554.7    1.185292e+00     1.745825e-01    4.762431e+08            8.225034e+00                  
1554.7    1.383374e+00     1.745825e-01    4.762431e+08            8.223185e+00                  
1554.7    1.614558e+00     1.745825e-01    4.762431e+08            8.221329e+00                  
1554.7    1.884377e+00     1.745825e-01    4.762431e+08            8.219464e+00                  
1554.7    2.199287e+00     1.745825e-01    4.762431e+08            8.217591e+00                  
1554.7    2.566823e+00     1.745825e-01    4.762431e+08            8.215710e+00                  
1554.7    2.995781e+00     1.745825e-01    4.762431e+08            8.213821e+00                  
1554.7    3.496425e+00     1.745825e-01    4.762431e+08            8.211924e+00                  
1554.7    4.080734e+00     1.745825e-01    4.762431e+08            8.210019e+00                  
1554.7    4.762690e+00     1.745825e-01    4.762431e+08            8.208105e+00                  
1554.7    5.558613e+00     1.745825e-01    4.762431e+08            8.206182e+00                  
1554.7    6.487547e+00     1.745825e-01    4.762431e+08            8.204251e+00                  
1554.7    7.571721e+00     1.745825e-01    4.762431e+08            8.202311e+00                  
1554.7    8.837079e+00     1.745825e-01    4.762431e+08            8.200363e+00                  
1554.7    1.031390e+01     1.745825e-01    4.762431e+08            8.198406e+00                  
1554.7    1.203752e+01     1.745825e-01    4.762431e+08            8.196440e+00                  
1554.7    1.404918e+01     1.745825e-01    4.762431e+08            8.194465e+00                  
1554.7    1.639703e+01     1.745825e-01    4.762431e+08            8.192481e+00                  
1554.7    1.913724e+01     1.745825e-01    4.762431e+08            8.190488e+00                  
1554.7    2.233538e+01     1.745825e-01    4.762431e+08            8.188486e+00                  
1554.7    2.606798e+01     1.745825e-01    4.762431e+08            8.186474e+00                  
1554.7    3.042436e+01     1.745825e-01    4.762431e+08            8.184453e+00                  
1554.7    3.550877e+01     1.745825e-01    4.762431e+08            8.182423e+00                  
1554.7    4.144285e+01     1.745825e-01    4.762431e+08            8.180383e+00                  
1554.7    4.836863e+01     1.745825e-01    4.762431e+08            8.178334e+00                  
1554.7    5.645181e+01     1.745825e-01    4.762431e+08            8.176275e+00                  
1554.7    6.588582e+01     1.745825e-01    4.762431e+08            8.174206e+00                  
1554.7    7.689641e+01     1.745825e-01    4.762431e+08            8.172127e+00                  
1554.7    8.974704e+01     1.745825e-01    4.762431e+08            8.170038e+00                  
1554.7    1.047452e+02     1.745825e-01    4.762431e+08            8.167939e+00                  
1554.7    1.222498e+02     1.745825e-01    4.762431e+08            8.165830e+00                  
1554.7    1.426798e+02     1.745825e-01    4.762431e+08            8.163710e+00                  
1554.7    1.665239e+02     1.745825e-01    4.762431e+08            8.161580e+00                  
1554.7    1.943527e+02     1.745825e-01    4.762432e+08            8.159440e+00                  
1554.7    2.268322e+02     1.745825e-01    4.762432e+08            8.157289e+00                  
1554.7    2.647395e+02     1.745825e-01    4.762432e+08            8.155127e+00                  
1554.7    3.089818e+02     1.745825e-01    4.762432e+08            8.152955e+00                  
1554.7    3.606177e+02     1.745825e-01    4.762432e+08            8.150771e+00                  
1554.7    4.208827e+02     1.745825e-01    4.762432e+08            8.148577e+00                  
1554.7    4.912190e+02     1.745825e-01    4.762432e+08            8.146371e+00                  
1554.7    5.733097e+02     1.745825e-01    4.762432e+08            8.144154e+00                  
1554.7    6.691190e+02     1.745825e-01    4.762432e+08            8.141926e+00                  
1554.7    7.809396e+02     1.745825e-01    4.762432e+08            8.139686e+00                  
1554.7    9.114473e+02     1.745825e-01    4.762432e+08            8.137435e+00                  
1554.7    1.063765e+03     1.745825e-01    4.762432e+08            8.135172e+00                  
1554.7    1.241537e+03     1.745825e-01    4.762432e+08            8.132897e+00                  
1554.7    1.449018e+03     1.745825e-01    4.762432e+08            8.130610e+00                  
1554.7    1.691173e+03     1.745825e-01    4.762432e+08            8.128311e+00                  
1554.7    1.973795e+03     1.745825e-01    4.762433e+08            8.126000e+00                  
1554.7    2.303648e+03     1.745825e-01    4.762433e+08            8.123676e+00                  
