#grid point	p_iterations	c_iterations	p_convergence   	c_convergence   	P (bar)         	T(k)            	n_<H> (cm-3)    	n_g (cm-3)      	m(u)            	e-   	Al   	Ar   	C    	Ca   	Cl   	Co   	Cr   	Cu   	F    	Fe   	Ge   	H    	He   	K    	Mg   	Mn   	N    	Na   	Ne   	Ni   	O    	P    	S    	Si   	Ti   	V    	Zn   
290       	1         	6         	ok              	ok              	2.1544350000e-03	6.0000000000e+02	4.4457015461e+16	2.6007488934e+16	2.3366581912e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
291       	1         	6         	ok              	ok              	4.6415890000e-03	6.0000000000e+02	9.5779862818e+16	5.6031430308e+16	2.3366615297e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
292       	1         	6         	ok              	ok              	1.0000000000e-02	6.0000000000e+02	2.0635188794e+17	1.2071605286e+17	2.3366664704e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
293       	1         	6         	ok              	ok              	2.1544350000e-02	6.0000000000e+02	4.4457334388e+17	2.6007488934e+17	2.3366749549e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
294       	1         	6         	ok              	ok              	4.6415890000e-02	6.0000000000e+02	9.5781144688e+17	5.6031430308e+17	2.3366928040e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
295       	1         	6         	ok              	ok              	1.0000000000e-01	6.0000000000e+02	2.0635797963e+18	1.2071605286e+18	2.3367354554e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
296       	1         	6         	ok              	ok              	2.1544350000e-01	6.0000000000e+02	4.4460365117e+18	2.6007488934e+18	2.3368342639e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
297       	1         	6         	ok              	ok              	4.6415890000e-01	6.0000000000e+02	9.5793360845e+18	5.6031430308e+18	2.3369908445e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
298       	1         	6         	ok              	ok              	1.0000000000e+00	6.0000000000e+02	2.0639182720e+19	1.2071605286e+19	2.3371187441e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
299       	1         	6         	ok              	ok              	2.1544350000e+00	6.0000000000e+02	4.4466820548e+19	2.6007488934e+19	2.3371735602e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
300       	1         	6         	ok              	ok              	4.6415890000e+00	6.0000000000e+02	9.5801476725e+19	5.6031430308e+19	2.3371888402e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
301       	1         	6         	ok              	ok              	1.0000000000e+01	6.0000000000e+02	2.0639833601e+20	1.2071605286e+20	2.3371924479e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
302       	1         	6         	ok              	ok              	2.1544350000e+01	6.0000000000e+02	4.4467196296e+20	2.6007488934e+20	2.3371933095e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
303       	1         	6         	ok              	ok              	4.6415890000e+01	6.0000000000e+02	9.5801669957e+20	5.6031430308e+20	2.3371935543e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
304       	1         	6         	ok              	ok              	1.0000000000e+02	6.0000000000e+02	2.0639844146e+21	1.2071605286e+21	2.3371936419e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
305       	1         	6         	ok              	ok              	2.1544350000e+02	6.0000000000e+02	4.4467203547e+21	2.6007488934e+21	2.3371936906e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
306       	1         	6         	ok              	ok              	4.6415890000e+02	6.0000000000e+02	9.5801677055e+21	5.6031430308e+21	2.3371937275e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
307       	1         	6         	ok              	ok              	1.0000000000e+03	6.0000000000e+02	2.0639845090e+22	1.2071605286e+22	2.3371937490e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
308       	1         	10        	ok              	ok              	1.0000000000e-06	6.5000000000e+02	1.9028884674e+13	1.1143020264e+13	2.3343379027e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
309       	1         	10        	ok              	ok              	2.1544350000e-06	6.5000000000e+02	4.0996963309e+13	2.4006912862e+13	2.3343645657e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
310       	1         	13        	ok              	ok              	4.6415890000e-06	6.5000000000e+02	8.8326562708e+13	5.1721320284e+13	2.3343987104e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
311       	1         	17        	ok              	ok              	1.0000000000e-05	6.5000000000e+02	1.9029947658e+14	1.1143020264e+14	2.3344682953e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
312       	1         	22        	ok              	ok              	2.1544350000e-05	6.5000000000e+02	4.1002284218e+14	2.4006912862e+14	2.3346675524e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
313       	1         	18        	ok              	ok              	4.6415890000e-05	6.5000000000e+02	8.8352971740e+14	5.1721320284e+14	2.3350967019e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
314       	1         	10        	ok              	ok              	1.0000000000e-04	6.5000000000e+02	1.9039901995e+15	1.1143020264e+15	2.3356894518e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
315       	0         	12        	ok              	ok              	2.1544350000e-04	6.5000000000e+02	4.1029476156e+15	2.4006912862e+15	2.3362158477e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
316       	1         	6         	ok              	ok              	4.6415890000e-04	6.5000000000e+02	8.8407499669e+15	5.1721320284e+15	2.3365377902e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
317       	1         	6         	ok              	ok              	1.0000000000e-03	6.5000000000e+02	1.9047552874e+16	1.1143020264e+16	2.3366279845e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
318       	1         	6         	ok              	ok              	2.1544350000e-03	6.5000000000e+02	4.1037100219e+16	2.4006912862e+16	2.3366499458e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
319       	1         	6         	ok              	ok              	4.6415890000e-03	6.5000000000e+02	8.8411959575e+16	5.1721320284e+16	2.3366556772e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
320       	1         	6         	ok              	ok              	1.0000000000e-02	6.5000000000e+02	1.9047802689e+17	1.1143020264e+17	2.3366586337e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
321       	1         	6         	ok              	ok              	2.1544350000e-02	6.5000000000e+02	4.1037327403e+17	2.4006912862e+17	2.3366628823e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
322       	1         	6         	ok              	ok              	4.6415890000e-02	6.5000000000e+02	8.8412555327e+17	5.1721320284e+17	2.3366714225e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
323       	1         	6         	ok              	ok              	1.0000000000e-01	6.5000000000e+02	1.9048051990e+18	1.1143020264e+18	2.3366892170e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
324       	1         	6         	ok              	ok              	2.1544350000e-01	6.5000000000e+02	4.1038495535e+18	2.4006912862e+18	2.3367293993e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
325       	1         	6         	ok              	ok              	4.6415890000e-01	6.5000000000e+02	8.8418238351e+18	5.1721320284e+18	2.3368216323e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
326       	1         	6         	ok              	ok              	1.0000000000e+00	6.5000000000e+02	1.9050394235e+19	1.1143020264e+19	2.3369765608e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
327       	1         	6         	ok              	ok              	2.1544350000e+00	6.5000000000e+02	4.1045209718e+19	2.4006912862e+19	2.3371117136e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
328       	1         	6         	ok              	ok              	4.6415890000e+00	6.5000000000e+02	8.8431475951e+19	5.1721320284e+19	2.3371714919e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
329       	1         	6         	ok              	ok              	1.0000000000e+01	6.5000000000e+02	1.9052120576e+20	1.1143020264e+20	2.3371883363e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
330       	1         	6         	ok              	ok              	2.1544350000e+01	6.5000000000e+02	4.1046625469e+20	2.4006912862e+20	2.3371923264e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
331       	1         	6         	ok              	ok              	4.6415890000e+01	6.5000000000e+02	8.8432300293e+20	5.1721320284e+20	2.3371932785e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
332       	1         	6         	ok              	ok              	1.0000000000e+02	6.5000000000e+02	1.9052162998e+21	1.1143020264e+21	2.3371935404e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
333       	1         	6         	ok              	ok              	2.1544350000e+02	6.5000000000e+02	4.1046648494e+21	2.4006912862e+21	2.3371936374e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
334       	1         	6         	ok              	ok              	4.6415890000e+02	6.5000000000e+02	8.8432315761e+21	5.1721320284e+21	2.3371936873e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
335       	1         	6         	ok              	ok              	1.0000000000e+03	6.5000000000e+02	1.9052164509e+22	1.1143020264e+22	2.3371937257e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
336       	1         	7         	ok              	ok              	1.0000000000e-06	7.0000000000e+02	1.7668957057e+13	1.0347090245e+13	2.3342425767e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
337       	1         	8         	ok              	ok              	2.1544350000e-06	7.0000000000e+02	3.8066890764e+13	2.2292133372e+13	2.3342592195e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
338       	1         	9         	ok              	ok              	4.6415890000e-06	7.0000000000e+02	8.2013401895e+13	4.8026940264e+13	2.3342814404e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
339       	1         	10        	ok              	ok              	1.0000000000e-05	7.0000000000e+02	1.7669455175e+14	1.0347090245e+14	2.3343083856e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
340       	1         	10        	ok              	ok              	2.1544350000e-05	7.0000000000e+02	3.8068266477e+14	2.2292133372e+14	2.3343435651e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
341       	1         	13        	ok              	ok              	4.6415890000e-05	7.0000000000e+02	8.2018008849e+14	4.8026940264e+14	2.3344125569e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
342       	1         	20        	ok              	ok              	1.0000000000e-04	7.0000000000e+02	1.7671752393e+15	1.0347090245e+15	2.3346118907e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
343       	1         	22        	ok              	ok              	2.1544350000e-04	7.0000000000e+02	3.8080331279e+15	2.2292133372e+15	2.3350834091e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
344       	1         	11        	ok              	ok              	4.6415890000e-04	7.0000000000e+02	8.2064560768e+15	4.8026940264e+15	2.3357375263e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
345       	0         	11        	ok              	ok              	1.0000000000e-03	7.0000000000e+02	1.7683893590e+16	1.0347090245e+16	2.3362158432e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
346       	1         	6         	ok              	ok              	2.1544350000e-03	7.0000000000e+02	3.8104314865e+16	2.2292133372e+16	2.3365540360e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
347       	1         	6         	ok              	ok              	4.6415890000e-03	7.0000000000e+02	8.2095991766e+16	4.8026940264e+16	2.3366321132e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
348       	1         	6         	ok              	ok              	1.0000000000e-02	7.0000000000e+02	1.7687190819e+17	1.0347090245e+17	2.3366514296e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
349       	1         	6         	ok              	ok              	2.1544350000e-02	7.0000000000e+02	3.8106000989e+17	2.2292133372e+17	2.3366574419e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
350       	1         	6         	ok              	ok              	4.6415890000e-02	7.0000000000e+02	8.2097047510e+17	4.8026940264e+17	2.3366621654e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
351       	1         	6         	ok              	ok              	1.0000000000e-01	7.0000000000e+02	1.7687334592e+18	1.0347090245e+18	2.3366704243e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
352       	1         	6         	ok              	ok              	2.1544350000e-01	7.0000000000e+02	3.8106508380e+18	2.2292133372e+18	2.3366885557e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
353       	1         	6         	ok              	ok              	4.6415890000e-01	7.0000000000e+02	8.2099466976e+18	4.8026940264e+18	2.3367310316e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
354       	1         	6         	ok              	ok              	1.0000000000e+00	7.0000000000e+02	1.7688522841e+19	1.0347090245e+19	2.3368274141e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
355       	1         	6         	ok              	ok              	2.1544350000e+00	7.0000000000e+02	3.8111346070e+19	2.2292133372e+19	2.3369852139e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
356       	1         	6         	ok              	ok              	4.6415890000e+00	7.0000000000e+02	8.2113045962e+19	4.8026940264e+19	2.3371175279e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
357       	1         	6         	ok              	ok              	1.0000000000e+01	7.0000000000e+02	1.7691141583e+20	1.0347090245e+20	2.3371733766e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
358       	1         	6         	ok              	ok              	2.1544350000e+01	7.0000000000e+02	3.8114665013e+20	2.2292133372e+20	2.3371887308e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
359       	1         	6         	ok              	ok              	4.6415890000e+01	7.0000000000e+02	8.2115675850e+20	4.8026940264e+20	2.3371923802e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
360       	1         	6         	ok              	ok              	1.0000000000e+02	7.0000000000e+02	1.7691292178e+21	1.0347090245e+21	2.3371932716e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
361       	1         	6         	ok              	ok              	2.1544350000e+02	7.0000000000e+02	3.8114743286e+21	2.2292133372e+21	2.3371935305e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
362       	1         	6         	ok              	ok              	4.6415890000e+02	7.0000000000e+02	8.2115719817e+21	4.8026940264e+21	2.3371936316e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
363       	1         	6         	ok              	ok              	1.0000000000e+03	7.0000000000e+02	1.7691295303e+22	1.0347090245e+22	2.3371936844e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
364       	1         	6         	ok              	ok              	1.0000000000e-06	7.5000000000e+02	1.6490874582e+13	9.6572842287e+12	2.3342210757e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
365       	1         	6         	ok              	ok              	2.1544350000e-06	7.5000000000e+02	3.5528547985e+13	2.0805991147e+13	2.3342230869e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
366       	1         	7         	ok              	ok              	4.6415890000e-06	7.5000000000e+02	7.6544056987e+13	4.4825144246e+13	2.3342270071e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
