#grid point	p_iterations	c_iterations	p_convergence   	c_convergence   	P (bar)         	T(k)            	n_<H> (cm-3)    	n_g (cm-3)      	m(u)            	e-   	Al   	Ar   	C    	Ca   	Cl   	Co   	Cr   	Cu   	F    	Fe   	Ge   	H    	He   	K    	Mg   	Mn   	N    	Na   	Ne   	Ni   	O    	P    	S    	Si   	Ti   	V    	Zn   
1758      	1         	4         	ok              	ok              	2.1544350000e+01	5.1000000000e+03	3.3947899771e+19	3.0597045805e+19	1.5166547469e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1759      	1         	4         	ok              	ok              	4.6415890000e+01	5.1000000000e+03	7.9522716806e+19	6.5919329774e+19	1.6490420854e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1760      	1         	5         	ok              	ok              	1.0000000000e+02	5.1000000000e+03	1.8594675798e+20	1.4201888572e+20	1.7897642217e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1761      	1         	5         	ok              	ok              	2.1544350000e+02	5.1000000000e+03	4.2982109154e+20	3.0597045805e+20	1.9202666435e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1762      	1         	5         	ok              	ok              	4.6415890000e+02	5.1000000000e+03	9.7886037286e+20	6.5919329774e+20	2.0298375232e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1763      	1         	6         	ok              	ok              	1.0000000000e+03	5.1000000000e+03	2.1981993465e+21	1.4201888572e+21	2.1157983998e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1764      	1         	3         	ok              	ok              	1.0000000000e-06	5.1500000000e+03	1.2877929954e+12	1.4064006158e+12	1.2516773665e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1765      	1         	3         	ok              	ok              	2.1544350000e-06	5.1500000000e+03	2.7791969127e+12	3.0299987108e+12	1.2538096620e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1766      	1         	3         	ok              	ok              	4.6415890000e-06	5.1500000000e+03	5.9945951549e+12	6.5279336281e+12	1.2552736727e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1767      	1         	3         	ok              	ok              	1.0000000000e-05	5.1500000000e+03	1.2925304965e+13	1.4064006158e+13	1.2562779540e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1768      	1         	3         	ok              	ok              	2.1544350000e-05	5.1500000000e+03	2.7862001889e+13	3.0299987108e+13	1.2569663545e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1769      	1         	3         	ok              	ok              	4.6415890000e-05	5.1500000000e+03	6.0049397103e+13	6.5279336281e+13	1.2574379353e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1770      	1         	3         	ok              	ok              	1.0000000000e-04	5.1500000000e+03	1.2940576504e+14	1.4064006158e+14	1.2577609778e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1771      	1         	3         	ok              	ok              	2.1544350000e-04	5.1500000000e+03	2.7884551851e+14	3.0299987108e+14	1.2579827877e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1772      	1         	3         	ok              	ok              	4.6415890000e-04	5.1500000000e+03	6.0082796584e+14	6.5279336281e+14	1.2581367186e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1773      	1         	3         	ok              	ok              	1.0000000000e-03	5.1500000000e+03	1.2945587487e+15	1.4064006158e+15	1.2582476107e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1774      	1         	4         	ok              	ok              	2.1544350000e-03	5.1500000000e+03	2.7892406026e+15	3.0299987108e+15	1.2583368439e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1775      	1         	4         	ok              	ok              	4.6415890000e-03	5.1500000000e+03	6.0096745877e+15	6.5279336281e+15	1.2584286326e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1776      	1         	4         	ok              	ok              	1.0000000000e-02	5.1500000000e+03	1.2948805470e+16	1.4064006158e+16	1.2585602607e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1777      	1         	5         	ok              	ok              	2.1544350000e-02	5.1500000000e+03	2.7902701913e+16	3.0299987108e+16	1.2588012514e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1778      	1         	5         	ok              	ok              	4.6415890000e-02	5.1500000000e+03	6.0137963037e+16	6.5279336281e+16	1.2592916662e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1779      	1         	6         	ok              	ok              	1.0000000000e-01	5.1500000000e+03	1.2966928419e+17	1.4064006158e+17	1.2603216776e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1780      	1         	7         	ok              	ok              	2.1544350000e-01	5.1500000000e+03	2.7984643878e+17	3.0299987108e+17	1.2624979397e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1781      	1         	8         	ok              	ok              	4.6415890000e-01	5.1500000000e+03	6.0510040052e+17	6.5279336281e+17	1.2670829335e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1782      	1         	8         	ok              	ok              	1.0000000000e+00	5.1500000000e+03	1.3134834331e+18	1.4064006158e+18	1.2766412626e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1783      	1         	8         	ok              	ok              	2.1544350000e+00	5.1500000000e+03	2.8728826415e+18	3.0299987108e+18	1.2960709136e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1784      	1         	7         	ok              	ok              	4.6415890000e+00	5.1500000000e+03	6.3684532994e+18	6.5279336281e+18	1.3335569247e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1785      	1         	6         	ok              	ok              	1.0000000000e+01	5.1500000000e+03	1.4398267819e+19	1.4064006158e+19	1.3994407525e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1786      	1         	5         	ok              	ok              	2.1544350000e+01	5.1500000000e+03	3.3251601477e+19	3.0299987108e+19	1.5001111472e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1787      	1         	4         	ok              	ok              	4.6415890000e+01	5.1500000000e+03	7.7828224072e+19	6.5279336281e+19	1.6297264141e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1788      	1         	5         	ok              	ok              	1.0000000000e+02	5.1500000000e+03	1.8216193597e+20	1.4064006158e+20	1.7705243242e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1789      	1         	5         	ok              	ok              	2.1544350000e+02	5.1500000000e+03	4.2188554428e+20	3.0299987108e+20	1.9032923978e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1790      	1         	5         	ok              	ok              	4.6415890000e+02	5.1500000000e+03	9.6278811100e+20	6.5279336281e+20	2.0160825027e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1791      	1         	6         	ok              	ok              	1.0000000000e+03	5.1500000000e+03	2.1660267543e+21	1.4064006158e+21	2.1052713472e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1792      	1         	3         	ok              	ok              	1.0000000000e-06	5.2000000000e+03	1.2742402176e+12	1.3928775330e+12	1.2505300010e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1793      	1         	3         	ok              	ok              	2.1544350000e-06	5.2000000000e+03	2.7507432491e+12	3.0008641078e+12	1.2530220229e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1794      	1         	3         	ok              	ok              	4.6415890000e-06	5.2000000000e+03	5.9343988526e+12	6.4651650355e+12	1.2547337290e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1795      	1         	3         	ok              	ok              	1.0000000000e-05	5.2000000000e+03	1.2797252173e+13	1.3928775330e+13	1.2559081949e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1796      	1         	3         	ok              	ok              	2.1544350000e-05	5.2000000000e+03	2.7588539565e+13	3.0008641078e+13	1.2567133770e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1797      	1         	3         	ok              	ok              	4.6415890000e-05	5.2000000000e+03	5.9463813674e+13	6.4651650355e+13	1.2572650200e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1798      	1         	3         	ok              	ok              	1.0000000000e-04	5.2000000000e+03	1.2814943578e+14	1.3928775330e+14	1.2576428917e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1799      	1         	3         	ok              	ok              	2.1544350000e-04	5.2000000000e+03	2.7614659717e+14	3.0008641078e+14	1.2579021650e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1800      	1         	3         	ok              	ok              	4.6415890000e-04	5.2000000000e+03	5.9502464097e+14	6.4651650355e+14	1.2580815123e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1801      	1         	3         	ok              	ok              	1.0000000000e-03	5.2000000000e+03	1.2820719132e+15	1.3928775330e+15	1.2582092161e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1802      	1         	3         	ok              	ok              	2.1544350000e-03	5.2000000000e+03	2.7623587992e+15	3.0008641078e+15	1.2583085397e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1803      	1         	4         	ok              	ok              	4.6415890000e-03	5.2000000000e+03	5.9517723894e+15	6.4651650355e+15	1.2584039368e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1804      	1         	4         	ok              	ok              	1.0000000000e-02	5.2000000000e+03	1.2823995961e+16	1.3928775330e+16	1.2585306547e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1805      	1         	5         	ok              	ok              	2.1544350000e-02	5.2000000000e+03	2.7633334186e+16	3.0008641078e+16	1.2587524018e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1806      	1         	5         	ok              	ok              	4.6415890000e-02	5.2000000000e+03	5.9555206236e+16	6.4651650355e+16	1.2591963738e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1807      	1         	6         	ok              	ok              	1.0000000000e-01	5.2000000000e+03	1.2840247290e+17	1.3928775330e+17	1.2601254904e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1808      	1         	6         	ok              	ok              	2.1544350000e-01	5.2000000000e+03	2.7706589678e+17	3.0008641078e+17	1.2620892844e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1809      	1         	7         	ok              	ok              	4.6415890000e-01	5.2000000000e+03	5.9888004578e+17	6.4651650355e+17	1.2662328129e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1810      	1         	8         	ok              	ok              	1.0000000000e+00	5.2000000000e+03	1.2990713818e+18	1.3928775330e+18	1.2748920388e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1811      	1         	8         	ok              	ok              	2.1544350000e+00	5.2000000000e+03	2.8375920876e+18	3.0008641078e+18	1.2925785916e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1812      	1         	7         	ok              	ok              	4.6415890000e+00	5.2000000000e+03	6.2762867037e+18	6.4651650355e+18	1.3270169821e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1813      	1         	6         	ok              	ok              	1.0000000000e+01	5.2000000000e+03	1.4148196941e+19	1.3928775330e+19	1.3884859209e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1814      	1         	5         	ok              	ok              	2.1544350000e+01	5.2000000000e+03	3.2587960543e+19	3.0008641078e+19	1.4844451962e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1815      	1         	4         	ok              	ok              	4.6415890000e+01	5.2000000000e+03	7.6193762907e+19	6.4651650355e+19	1.6109910243e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1816      	1         	5         	ok              	ok              	1.0000000000e+02	5.2000000000e+03	1.7847091195e+20	1.3928775330e+20	1.7514906450e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1817      	1         	5         	ok              	ok              	2.1544350000e+02	5.2000000000e+03	4.1408927381e+20	3.0008641078e+20	1.8862574318e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1818      	1         	5         	ok              	ok              	4.6415890000e+02	5.2000000000e+03	9.4693725895e+20	6.4651650355e+20	2.0021421136e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1819      	1         	6         	ok              	ok              	1.0000000000e+03	5.2000000000e+03	2.1342568330e+21	1.3928775330e+21	2.0945322828e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1820      	1         	3         	ok              	ok              	1.0000000000e-06	5.2500000000e+03	1.2607770435e+12	1.3796120327e+12	1.2492157853e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1821      	1         	3         	ok              	ok              	2.1544350000e-06	5.2500000000e+03	2.7225808261e+12	2.9722844496e+12	1.2521191728e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1822      	1         	3         	ok              	ok              	4.6415890000e-06	5.2500000000e+03	5.8749775048e+12	6.4035920351e+12	1.2541145219e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1823      	1         	3         	ok              	ok              	1.0000000000e-05	5.2500000000e+03	1.2671088827e+13	1.3796120327e+13	1.2554840225e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1824      	1         	3         	ok              	ok              	2.1544350000e-05	5.2500000000e+03	2.7319474161e+13	2.9722844496e+13	1.2564230935e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1825      	1         	3         	ok              	ok              	4.6415890000e-05	5.2500000000e+03	5.8888185906e+13	6.4035920351e+13	1.2570665472e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1826      	1         	3         	ok              	ok              	1.0000000000e-04	5.2500000000e+03	1.2691526877e+14	1.3796120327e+14	1.2575073049e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1827      	1         	3         	ok              	ok              	2.1544350000e-04	5.2500000000e+03	2.7349647749e+14	2.9722844496e+14	1.2578095662e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1828      	1         	3         	ok              	ok              	4.6415890000e-04	5.2500000000e+03	5.8932802425e+14	6.4035920351e+14	1.2580181346e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1829      	1         	3         	ok              	ok              	1.0000000000e-03	5.2500000000e+03	1.2698173686e+15	1.3796120327e+15	1.2581653239e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1830      	1         	3         	ok              	ok              	2.1544350000e-03	5.2500000000e+03	2.7359814553e+15	2.9722844496e+15	1.2582767553e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1831      	1         	4         	ok              	ok              	4.6415890000e-03	5.2500000000e+03	5.8949653513e+15	6.4035920351e+15	1.2583775915e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1832      	1         	4         	ok              	ok              	1.0000000000e-02	5.2500000000e+03	1.2701569610e+16	1.3796120327e+16	1.2585016282e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1833      	1         	5         	ok              	ok              	2.1544350000e-02	5.2500000000e+03	2.7369185648e+16	2.9722844496e+16	1.2587076176e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
